username;Sentiment;content
risky_sprr;Positif; kita juga memaklumi lah knp pbnu memaklumi kenaikan harga bbm 
syhrvl_m;Negatif;    juta setiap bulan dengan harga pertalite saat ini  itu bisa buat ngisi bensin    liter lebih  dengan konsumsi bbm sesuai regulasi lcgc itu       km   l dan harga pertalite   k  l      juta bisa buat jalan      km  thinking face  sedangkan mobil bensin tidak perlu ganti baterai  thinking face 
slotbastard;Negatif;ewako makassar jangan kasih kendor  biarkan senior negosiasi junior harus tetap punya hati nurani dan lawan kesewenang ngan pemerintah menaikkan harga bbm 
detikcom;Positif;langkah pemerintah melakukan penyesuaian harga bbm yang diiringi bantuan pada masyarakat diapresiasi bem nusantara  
064pRudi;Negatif; yang pecundang itu pemimpin zalim yg bentar lagi kena adzab disaat orang susah naik kan bbm hati hati ntar lengser isunya turunkan harga jd turunkan presiden itu mimpi buruk 
halamandepan_id;Negatif; kalau melihat kendaraan bermotor dijalan raya yang melintas dan pertumbuhan penjualan kendaraan terlihat memang membutuhkan konsumsi bbm yang tinggi dan apa bila bbm tetap disubsidi tanpa penyesuaian harga minyak dunia bisa jadi jebol anggaran belanja negara
mtaufikmJKT48;Netral; bjorka  dr kutipan kalimatnya spt berpihak pd rkyt indonesia yg jd korban harga bbm naik  tapi entahlah   smirking face  
Iyan_KH;Negatif;utk yg mendukung kenaikan harga bbm  yg menolak kecam cina atas aksi genosida di turkistan timur dan yg menganggap korupsi bagian dari tradisi  saya mau bilang kumaha sia we 
InfoTimlo;Positif;ojol ikuti penyesuaian harga bbm 
timlovers;Positif;ojol ikuti penyesuaian harga bbm 
kabartimlo;Positif;ojol ikuti penyesuaian harga bbm 
JJoehara;Negatif; koruptor di bebaskan  rakyat di cekik dengan kenaikan bbm harga sembako  hah  nyata dari pemimpin bangsa ini 
wahananewsdotco;Negatif;demo anarkis tolak kenaikan bbm cuma bikin rakyat tambah susah  
LaNyallaAcademy;Netral;penjelasan paling lengkap di balik kenaikan harga bbm   ichsanuddin noorsy di depan lanyalla dpd ri       lewat 
Ridwandasitisar;Positif;ternyata bbm kita walau naik harga tetap masih lebih murah dari negara lain guys hanya pendapatan perkapita kita jauh paling jeblok di bawah negara sesama negara asia sekelas thailand   
opposite090l92;Negatif;ngasih blt goceng perhari aja  gayanya kayak ngasih  jt  emang bantuan setara  rb per hari mampu nolong rakyat dari imbas kenaikan harga bahan pokok akibat naiknya harga bbm      rb per hari  beli garem langsung abis  
PrekotM;Netral;anggota polres kediri melaksanakan cek harga sembako pasca kenaikan harga bbm      
PrekotM;Positif;polres kediri gelar baksos kepada masyarakat terdampak kenaikan harga bbm    
PrekotM;Positif;polres kediri gelar baksos kepada masyarakat terdampak kenaikan harga bbm    
aganparfum;Netral;dahsyat lebih dari    orang bergabung menjadi reseller kami    hubungi    wa tg sms                 bbm    
iponitoni;Positif;ingat nih penyesuaian harga bbm solusi terbaik stabilitas negara  ayo  yg sudaahh memberikan blt bbm dan pengalihan subsidi tepat sasaran untuk masyarakat yang membutuhkan 
tonisterak;Positif;dalam penyesuaian harga bbm ini adalah solusi terbaik jaga stabilitas negara looh  pengalihan subsidi tepat 
JengKanq;Negatif; red circle live  ada demo tolak harga bbm  jokowi pulang lewat gerbang belakang istana  
Plarasoft;Positif;harga bbm meningkat  nexian messenger siap jadi alternatifnya  
s_fuckerstar;Negatif; harga bbm dinaikan demi utk memeras rakyat dgn menaikan gajikayawan bumn   kaum buruh dan masyarakat kecil sengaja dimiskinkan secara perlahan  
PrecoiusOf;Netral; kilafah detected  numpang issue kenaikan harga bbm 
kusanagiD49;Negatif;  gak make sense kalo untung kemudian harga bbm dinaikan  ingin membuat rakyat tambah miskin 
collegemenfess;Negatif; cm  guys sender mau curhat ngerasa skripsweet msh aja kurang jd ngerasa lama lulus  karna aturan baru bimbingan dan sidang offline  jd balik kos lg tp harga kos naik  bbm naik  tarif ojol naik jd banyak yg ogah lg make ojol  sedangkan ayah sender kerjanya ojol akhirnya  cont 
NafiahSepti;Positif;wapres ma ruf amin sebut bbm tidak naik  tapi penyesuaian harga  itu bukan seperti penyesuaian sarung ke celana  itu ganti kostum eh harga
AlmansurHidaya1;Negatif;ayo saksikan dan semarakan  flashmob tolak kenaikan harga bbm bersubsidi dpc pancoran jakarta selatan  sabtu     sep      jam             depan kantor dpd pks jakarta selatan jl  warung buncit raya no     dresscode kaos dan atribut pks     
Anggher;Netral;baru baca nemu twit akun  ngetwit kenaikan harga bbm beserta saran saran utk pemerintah   dalem hati   eh ini beneran   bagus nih   baru diklik lagi  eh twit sudah dihapus 
juandihaloho;Negatif;  bbm naik  organda atau apa yg sejenis itu langsung protes  harga beras naik  orang kota langsung protes  kalau pupuk langka  harganya mahal  petani mau protes juga sebenarnya  tetapi gak banyak yang mendengarkan
metro_kepri;Positif;kapolres natuna hadiri fgd kebijakan penyesuaian harga bbm secara virtual 
BUMN_MDN_Rapi;Positif;hai sobat bumn      bulog gelontorkan beras operasi pasar antisipasi dampak kenaikan harga bbm     bulog 
keuangannews_id;Negatif;erick thohir pastikan gaji karyawan bumn ikut naik imbas kenaikan harga bbm  pengamat  sungguh tak bermoral  
Sorot_Sultra;Positif;dampak harga bbm naik  pemda  polres dan pwi konawe utara salurkan ratusan paket sembako 
juandihaloho;Negatif;bbm naik  harga semuanya naik  gaji naik  manfaat nya apa lah
hehen_12;Positif;nah nah  untung dari kenaikan harga bbm sudah mulai mereka nikmati  
awendehay;Positif;  trading plan itu sifatnya subjektif  sama kaya hari senin pasca bbm naik  jika ihsg merah komentator bilang dampak kenaikan bbm  jika ihsg ijo komentator bilang kenaikan bbm memberi dampak ekonomi positif  sama kek udah cut los sesuai trading plan  malah harga berbalik
panggil_puja;Negatif; miskin taktik  menaikan harga bbm gimana itu  terlalu besar khilaf   saya mau mengatakan  khilaf itu ada masanya  tolong jangan kelamaan    
kumparan;Negatif;kenaikan harga tiket kapal tersebut merupakan dampak dari adanya kenaikan harga bbm seperti yang diumumkan pemerintah belum lama ini   
BMI_SULSEL;Negatif; krisis finansial tapi bapak kok ugal ugalan naikkan harga bbm saat harga minyak mentah dunia turun  trus itu pidato bapak yg katanya gak akan naikkan bbm sampai akhir tahun  itu salah ucap ato lagi ngeprank rakyat 
panggil_puja;Negatif;tolong pemerintah yang kalian menaikkan harga bbm  khilaf itu ada masanya  tolong jangan kelamaan   
bemkmipa_unsoed;Netral;kegiatan apa saja yang akan dilaksanakan dari masing masing lembaga selama satu bulan ini  kebutuhan sekre  dan isu politik tentang kenailkan harga bbm       kementrian dalam negeri bem km mipa unsoed      kabinet supernova 
dr_hermawan;Negatif; kenaikan harga bbm solar kan gak seberapa tp kenapa kenaikan tarif angkutan di jawa timur hampir      dulu awal pandemi covid saya naik bus    ribu sekarang dr asal dan tujuan yg sama dan bus yg sama  sugeng rahayu  sudah    ribu 
Denis_Rachmad;Negatif; kadang bingung ya  iya faham dprd gorontalo menolak  amp  disampaikan di lokasi demo setelah beliau sampaikan menolak  hasilnya apa  efek ke harga bbm apa  ini hasilnya    pemanis biar ga anarkis    yg demo pulang dgn rasa bangga sama halnya   anak nangis   nak ini permen  diem ya
keuangannews_id;Negatif;erick thohir pastikan gaji karyawan bumn ikut naik imbas kenaikan harga bbm  pengamat  sungguh tak bermoral  
terkinidotid;Positif;dki berikan subsidi rp      m untuk transjakarta akibat naiknya bbm  naiknya harga bbm saat ini membuat dki jakarta memberikan tambahan subsidi sebesar rp      miliar untuk transjakarta  selain   
OptikaId;Positif;dampak kenaikan harga bbm  menhub sebut kenaikan tarif angkutan umum tidak akan timbul guncangan  
Inxraycom;Positif;semangat pa ahok anda sukses dalam membuat kebijakan   hitung rugi akibat kebakaran sana sini membuat harga bbm harus naik lagi  rakyat menjadi ikut ketawa geli  
Basuki80844076;Netral; adakah yang lebih sejahtera setelah kenaikan harga bbm 
bemkmipa_unsoed;Positif;  diskusi publik  untung buntung kenaikan bbm bersubsidi    presiden joko widodo secara resmi mengumumkan harga bahan bakar minyak  bbm  naik pada sabtu   september  presiden mengatakan subsidi bbm akan dialihkan menjadi bantuan langsung tunai  
zweitesache;Negatif; bbm naik    gt  harga pokok naik bbm turun   gt  harga pokok gak mau turun 
koranbernas_id;Positif;polri tidak menutup ruang masyarakat berunjuk rasa pasca kenaikan harga bbm 
koranbernas_id;Negatif;pks bantul tolak kenaikan harga bbm 
Zyanpatra;Negatif;harga bbm naik  jokowi didesak copot   menteri berikut 
LaNyallaAcademy;Negatif;efek domino dari kenaikan harga bbm yang tidak bisa dihindari    
KrisyantoOni;Negatif;ada yang kalo makan di resto  tapi teriak protes kenaikan harga bbm rp      munafuck  
rehanatallah;Netral;apa cuma saya disini yang berpikir faktor sebenarnya kenaikan harga bbm adalah kerjasama pemerintah indonesia dengan elon musk 
beritajatimcom;Positif;kapolres pamekasan salurkan bansos bagi warga terdampak kenaikan harga bbm   pamekasan     kapolres pamekasan  akbp rogib triyanto menyalurkan bantuan sosial   
RedaksiU;Positif;sikapi penyesuaian harga bbm  polda kepri gelar focus group discussion 
arwidodo;Negatif;jika tv nasional tidak tertarik untuk mengangkat isu isu kerakyatan seperti demo penolakan kenaikan harga bbm maka biarkan kita kita saja yang mengangkat berita berita itu di medsos  di akun  twitter  ig maupun fb  
arkatyanta28;Negatif;berasa juga ya harga bbm naik
Heru2566;Positif; pendemo kenaikan bbm  mereka adalah orang  guoblok  klo bbm di subsidi terus hingga harga murah  yg nikmatin kalian yg punya mobil  yg miskin ttap gigit jari  hari ini brpa bnyak org miskin yg menerima bantuan dri subsidi bbm 
arwidodo;Negatif;sikap pks tegas bersama rakyat menolak kenaikan harga bbm 
evansparusa;Negatif;bbm naik  harga harga naik buruh  petani  dan rakyat kecil panik sementara mahasiswa masih asik berenang di realitas akademik
SINDOnews;Positif;anggota bph migas ungkap alasan pemerintah naikkan harga bbm     
HamdanSulfa;Negatif;cc     jika tuduhan  tidak benar mohon atensi nya untuk di tindak   fadli zon sebut  pemerintah sebar narasi sesat untuk benarkan kenaikan harga bbm 
gentaandalas_;Negatif;bem sb diskusikan kembali tuntutan tolak kenaikan harga bbm    
Arenduhh;Negatif;demo kenaikan harga bbm di sekitar istana negara berlanjut  jokowi pulang lewat pintu belakang 
Shopaho2;Positif;puan mengatakan polemik kenaikan harga bbm menjadi salah satu isu yang diatensi oleh dpr  puan mengatakan bakal meminta pemerintah bersungguh sungguh dalam melaksanakan penyesuaian harga bbm  
hamidahzahra;Negatif; lanjutan tiba  matanya nanar ketika orang  cerita ttg harga bbm yg melonjak meskipun dia tdk memiliki motor  lebih  mobil namun kenanarannya berubah menjadi kesedihannya ketika tasnya tdk lagi bisa diisi seperti biasa  semua harga mengiringi harga bbm  dn dia memeluk tasnya
SelaparangnewsC;Negatif;berita baru selaparangnews  aksi pmii sumbawa tolak kenaikan harga bbm subsidi sempat diwarnai kericuhan 
Zyanpatra;Negatif;terkait demo tolak harga bbm naik  aksi anarkis hanya mempersulit keadaan rakyat 
mandosyahputraa;Negatif;bbm naik telor naik sandang pangan papan juga naik kok harga dirimu turun  
SukoharJOS;Negatif;top story     aksi demonstrasi lmnd sukoharjo bersama beberapa kelompok mahasiswa menolak kenaikan harga bbm  rabu   september             see more 
arempeg;Negatif;unjuk rasa tolak kenaikan harga bbm  bem umj anggap pemerintahan jokowi gagal jalankan tugasnya 
RadarKorupsi;Negatif;dampak harga bbm naik  wisatawan batal liburan ke yogyakarta  
thozrne;Positif;puan maharani merespons aksi unjuk rasa mahasiswa dan buruh terkait kenaikan harga bbm bersubsidi  
arkanaZT;Negatif;pajak kapal mahal   bbm naik dan mahal  harga ikan tidak naik  bagaimana pengusaha perikanan          
RadarKorupsi;Negatif;kenaikan harga bbm menimbulkan pro kontra  para ekonom indonesia deklarasi penolakan  rizal ramli  saya betul betul prihatin 
RadarKorupsi;Positif;polda jambi bagikan ribuan paket sembako kepada masyarakat terdampak kenaikan harga bbm 
randhilicious;Positif; dan diduga kuat kebijakannya pasti        gak mungkin beda apa lg beda jauh  ketika pak anies bikin ongkos transportasi publik jakarta trintegrasi  amp  murah  bahkan gratis  eehh si jkw ahok naikin harga bbm  grinning squinting face 
jokobaskoro72;Netral;ketua dpd ri  viral soal harga bbm malaysia harus dijelaskan transparan 
ramafirst;Negatif;saya menolak dong kenaikan harga bbm  baru tadi isi bensin setelah kenaikan  motor masih sisa   strip diisi full tank harganya   rb  goks
kabaratta;Netral;anggota bph migas ungkap alasan pemerintah naikkan harga bbm 
radarlampung;Positif;ini   sektor yang jadi sasaran anggaran rp     miliar untuk antisipasi inflasi dampak kenaikan harga bbm  
KaiAndromeda;Positif;hutang sudah      trilyun  artinya harga bbm khusus di indonesia dipastikan akan terus naik meski harga minyak dunia terus turun  jadi berhenti berharap akan murahnya harga bbm karena itu tak akan pernah terjadi krn jelas hutang negara yg dibuat rezim ini akan terus bertambah  
radarlampung;Positif;tangani inflasi dampak kenaikan harga bbm  pemkot bandar lampung anggarkan rp     miliar  
TtsTetap;Negatif;harga bbm naik  et pastikan gaji karyawan ikut naik  waduuh jadi ceritanya bahagia diatas penderitaan warganya nih 
BeritakanID_com;Positif;harga pertalite mau turun  menteri esdm  himbau masyarakat buat hemat bbm 
ivooxid;Negatif;harga bbm naik  pengusaha kargo mau naikkan tarif      
bhejoo3;Negatif; demo yg unfaedah blm ada sejarahnya demo yg bisa menurunkan harga bbm
AdatahRedaksi;Netral;harga bbm malaysia dan harus harus dijelaskan transparan  lanyalla bilang begini 
gandinsuga;Negatif; palingan seri argo disuruh naekin harga beaming face with smiling eyes  liat aja vivo di kasus bbm padahal dia swasta  rolling on the floor laughing  rolling on the floor laughing 
akang_hero;Negatif;ternyata besaran subsidi dan kompensasi bbm bukan rp        t  tetapi rp      t  dan pembatasan harga pertamax oleh pemerintah terhadap pertamina  justru tidak mendapatkan kompensasi alias menjadi kerugian pertamina  lieur 
agcybertv;Positif;polres nganjuk bagi ratusan paket sembako ke warga terdampak kenaikan harga bbm 
Has_has81;Negatif;coba    hitung an dr mana harga bbm naik kok bisa mensejahterakan rakyat  
denisawahyudin1;Negatif; nanti menurut skenario sutradara hrs ada pahlawan yg bisa menurunkan harga bbm  yg naikin dia yg menurunkan dia  dah kayak film india akhir ceritanya sudah kebaca jd ga usah di tonton wkwkwk
Marcocovid19;Negatif;  laen kali jgn bicara soal kerja gak becus nih perbandingan kenaikan harga bbm di kedua era presiden ri  justru ini terlihat mana yg gk becus bekerja  face with tears of joy    iya kan nek   
tvOneNews;Positif;polres kebumen distribusikan    ton beras untuk warga terdampak kenaikan harga bbm 
RMOLJatim_id;Negatif;indonesia tuan rumah ktt g    fuad bawazier  ya allah  gila ini negeri  bila unjuk rasa penolakan kenaikan harga bakar minyak  bbm  makin massif  citra indonesia sebagai tuan rumah ktt g   akan dipertaruhkaan di mata dunia   baca selengkapnya di berita  
IbraThalib1;Negatif; kasihan ebong  capek capek dukung harga bbm naik malah turun lagi
KanseulirBackUp;Negatif;wapres ma ruf amin sebut bbm tidak naik  tapi penyesuaian harga   itu bukan seperti penyesuaian sarung ke celana   itu ganti kostum eh harga  yai   beaming face with smiling eyes  beaming face with smiling eyes   
Beritasatu;Positif;penyesuaian harga bbm momentum perbaikan pemberian subsidi 
yrbyyy_;Negatif;mulai dari kasus sambo yang ga kelar kelar  harga bbm naik  dpr ngerayain ultah puan pas lagi ada demo di depan gedung dpr  pinangki bebas  korupsi dimana mana  ini ada lagi saksi korupsi dibakar  ini negara jatohnya udah kelewat barbar  suka suka lu pada dehh yee pile of poo  
AmirDemokrat;Negatif;demokrat  pemerintah menambah beban baru rakyat jika naikkan harga bbm  hbd pak sby
jpnncom;Negatif;ikan tongkol dipercaya sebagai pemicu inflasi di mataram  untuk itu para nelayan harus diselamatkan dari kenaikan harga bbm  
NAWACITAPOST1;Negatif;tolak kenaikan harga bbm  pmii cabang nganjuk gelar aksi damai 
