username,content
uki_rev,"@LuqmanBeeNKRI @erickthohir Sakit si kalau dengar begini. Ditengah kenaikan harga BBM, yg sangat kerasa terdampak ya masyarakat akar rumput. Eh malah pegawai BUMN gajinya dinaikin. Apa ini adil? Rakyat dibawah sekarat, yg diatas malah pesta"
juanto_mm,"@PKSejahtera Lanjutkan @PKSejahtera @PDemokrat @NasDem suarakan kebenaran dan keadilan untuk rakyat harga BBM, sembako dan pajak naik beban semakin berat"
strommamo,"PESULAP Merah menjadi salah satu sosok yang turut dibicarakan di tengah kenaikan harga BBM. Pasalnya, masyarakat meminta pemilik nama Marcel Radhival itu mengeluarkan keahliannnya untuk menurunkan harga BBM.
https://t.co/8ut9ZTHiIp"
timescoid,"Polresta Malang Kota menyalurkan bantuan sosial (bansos) kepada masyarakat yang terdampak akibat kenaikan harga Bahan Bakar Minyak (BBM. Diketahui, kenaikan harga BBM tur ... https://t.co/Bc8gEzGWw0 #timesindonesia #ketahananinformasi #indonesiabangkit"
timescoid,"Terkait kenaikan harga BBM dan Liberalisasi Migas, Forum Ulama Priangan Timur yang tergabung dalam Pusat Kajian &amp; Diskusi (PKD) secara tegas menyatakan menolak atas keput ... https://t.co/7wqpvzzHTd #timesindonesia #ketahananinformasi #indonesiabangkit"
jpnncom,Menteri Energi dan Sumber Daya Mineral (ESDM) Arifin Tasrif mengakui ada potensi penurunan harga Bahan Bakar Minyak (BBM). #MenteriEsdm https://t.co/VUA6Wdw6KO
resti_tie20,@xyreeplease @xyzdaaaa @yaelahbadut ga Terdampak Naiknya Harga BBM Polres Sorong Salurkan Sembako
PoldaKaltara_,"Personel Sat Samapta Polres Malinau melakukan kegiatan patroli dalam rangka mengantisipasi dampak penyesuaian harga bahan bakar minyak (BBM), Jumat (09/09). 

@DivHumas_Polri
#poldakaltara https://t.co/sBXdVloL3s"
PoldaKaltara_,"Polres Malinau melaksanakan kegiatan sosial dengan memberikan Bantuan Sosial (Bansos) sembako pada Jum’at Berkah kepada masyarakat yang terdampak penyesuaian harga Bahan Bakar Minyak (BBM) di Kabupaten Malinau, Jum’at (9/9).

@DivHumas_Polri
#poldakaltara https://t.co/EgBc2IvuBd"
steward_prb,"Pemerintah dan DPR gagal membuat perencanaan keuangan yang baik. Seharusnya yang menanggung risikonya adalah pemerintah dan DPR dengan memotong gaji dan/atau tunjangan mereka, bukan malah mengambil uang rakyat dengan menaikkan harga BBM."
HeriFerdinand5,"Seandainya Presiden Jokowi di usung oleh PKS PPP PKB DAN DEMOKRAT terus naikin harga BBM, dan PDIP gerakin aksi penolakan sehari Presiden pasti lengser."
AkunJutaanKali,@Daeng_Info Mdedeee tante. Setelah itu plg update status stress BBM naik harga naik.
tribunnews,"Tolak Harga BBM Naik, Buruh Akan Lakukan Aksi Sepanjang September 2022
 
https://t.co/upCyjMOlic via @tribunnews"
SatelitNewsID,Mahasiswa Bakal Terus Aksi Unjuk Rasa Sampai Harga BBM Turun https://t.co/Az1R3lQ43B #KabupatenTangerang #MetroTangerang
MuslihZaenal,"Sebenarnya sulit untuk merubah putusan pemerintah perihal kenaikan harga BBM, soalnya semua komponen yg berhubungan dgn BBM sudah naik dukuan. 

Tapi ada baiknya jika pemerintah menaikkan subsidi, mencari hibah dana dari pengusaha dalam &amp; luar negeri....

#TolakTerusKenaikanBBM"
tribunnews,"Pengamat Nilai Penyesuaian Harga BBM Sudah Tepat, Upaya Pemerintah Menyelamatkan APBN
 
https://t.co/Ai9qUJlrPI"
MSNindonesia,Kenaikan Harga BBM Diprediksi Pengaruhi Kunjungan ke Gunungkidul https://t.co/iJcYeGT2iG
DemokratDIY,Tegas ! @PDemokrat Menolak Kenaikan Harga BBM  https://t.co/PbvT80Ucp6 #HBD21Demokrat HBD Pak SBY
CNNIDdaily,"Menteri BUMN Erick Thohir mengatakan akan ada revisi harga BBM jika harga minyak mentah dunia mengalami penurunan. Erick Thohir menegaskan, tidak mungkin pertamina mencari keuntungan besar ketika rakyat susah. https://t.co/ns6OyEQkD6 https://t.co/R0rFJ9zqot"
tribunnews,"Tolak Harga BBM Naik, Buruh Akan Lakukan Aksi Sepanjang September 2022
 
https://t.co/TGrmmI6NKk"
gustiimansyah20,"@kompascom Kasian mahasiswa habis energi yg didemo tidak ada reaksi, apakah waktu demonya salah, mungkin waktu  demonya yg bagus sebelum  harga BBM dinaikkan, jadi  pemerintah bisa  membatalkan kebijakannya utk menaikkan harga BBM"
EMonnyie,"@Gerindra trs harga BBM bgm? yang jauh lebih menyentuh sendi2 kehidupan masyarakat, anda setuju??? #TolakKenaikanBBM"
PolsekCangkuang,"terlebih saaf ini harga BBM mengalami kenaikan.

""Diharapkan masyarakat jugs bisa menjaga Kamtibmas di Jawa Barat dan bisa terus melangkah maju."" ucapnya.

Pembagian bantuan sembako itu dilakukan disejumlah titik, mulai dari Tegalega, Batununggal,"
PoldaKaltara_,"Polres Malinau memberikan Bantuan Sosial (Bansos) sembako pada Jum’at Berkah kepada masyarakat yang terdampak penyesuaian harga Bahan Bakar Minyak (BBM) di Kabupaten Malinau, Jum’at (9/9).

@DivHumas_Polri 
#poldakaltara https://t.co/09vvFHmOzf"
DemokratDIY,Partai Demokrat menolak rencana Pemerintah menaikkan harga BBM https://t.co/XkkX9Wi9Ug #HBD21Demokrat HBD Pak SBY
kompascom,Pengusaha yang terdampak perlu memiliki strategi atau cara untuk menghadapi kenaikan harga BBM agar roda bisnis yang dijalani tetap berjalan. https://t.co/njJItPb7bO
PolsekCangkuang,"*RINGANKAN BEBAN MASYARAKAT TERDAMPAK KENAIKAN BBM POLDA  JABAR BERI BANTUAN RIBUAN  SEMBAKO*

Polda Jabar dan Polres Jajaran serentak memberikan ribuan bantuan kepada masyarakat yang terdampak akan kenaikan harga Bahan Bakar Minyak (BBM). https://t.co/msZGDu8nne"
tia_ummufathin,"Kenaikan harga BBM membuat masyarakat lintas aliansi ramai-ramai menolak dengan melakukan aksi. Tak terkecuali masyarakat Bogor yang tergabung dalam FKUIB yang Rabu kemarin, 7 September 2022 menggelar aksi di depan gedung DPRD Kota Bogor. Apa saja yang menjadi tuntutan mereka? https://t.co/nqGaoNx3Az"
oposisitulen_,"Inflasi Berpotensi Tembus 7 Persen Akibat Kenaikan Harga BBM #QueenElizabeth 
https://t.co/8FxdciweQu https://t.co/1gp0OYHkuM"
polsekdonorojo1,"Kapolres Berikan Bansos Terhadap Sopir dan Ojol di Jepara

Polres Jepara - Polres Jepara memberikan bantuan sosial (Bansos) kepada masyarakat terdampak pasca penyesuaian harga Bahan Bakar Minyak (BBM) oleh pemerintah.

Bantuan itu berupa sembako diberikan kpdsopir angkot dan ojol https://t.co/oh5ah5wkNa"
julywidiawati,@geloraco Nah BBM naik ujung2nya harga ojol naik
DemokratDIY,Demokrat: Tidak tepat untuk saat ini atau tahun ini Pemerintah menaikkan harga BBM. Yang ada akan membuat beban masyarakat bertambah. https://t.co/SnC2xNbgSe #HBD21Demokrat HBD Pak SBY
DemokratDIY,"Demokrat Menolak Kenaikan Harga BBM: Pemerintah Jangan Berhitung Untung Rugi, tidak Boleh Berbisnis dengan Rakyat! https://t.co/PbvT80Ucp6 #HBD21Demokrat HBD Pak SBY"
wswiryawan,@Dennysiregar7 Saya dukung yang demo menolak kenaikan harga bbm.... Daripada loe... Kerjanya cuman mbacot doang... Tidak ada manfaatnya buat negeri ini.. Malah banyak nyakitin hati rakyat... Payah loe.. Parah loe... Hina bener hidup loe... Hahahaha hahahaha hahahaha hahahaha
BryanMyBoy2,@EllyKoro Ternyata Harga BBM subsidi naik kagak ngaruh .. tetep aja macet 😀 .. ya kan om
sociogeeks_,"Produk Rambak Dong tidak ada yang Naik Harga. Harganya tetap, bahkan setelah kenaikan BBM yang membuat bahan baku jadi lebih mahal. Dengan promo Flash Sale itu artinya harganya lebih murah lagi + Gratis Ongkir. Yuk larisin, insyaallah nggak bakal kecewa https://t.co/dwa19qc86F"
Nuky_A,Akibat harga BBM naik https://t.co/GjshnR7qKW
LaNyallaAcademy,"LaNyalla: Viral Soal Harga BBM Malaysia Harus Dijelaskan

https://t.co/rwF58pO4yC 

Selama ini pemerintah kerap membandingkan harga #BBM subsidi dgn negara lain. 

Akhirnya banyak diteruskan pendukung pemerintah di medsos
#LNM2024 

@kemenbumn @pertamina @basuki_btp @erickthohir https://t.co/lHrmfevVH3"
Poldametrojaya_,"Personil Dit Samapta Polda Metro Jaya melaksanakan kegiatan pengamanan aksi unjuk rasa terkait penyesuaian harga BBM disekitar Monas.

#poldametrojaya
#polripresisi 
#multimediapmj 
#humaspmj
#samaptapmj https://t.co/Khesfx7OKB"
suaradotcom,"Erick Thohir menyinggung soal penyesuaian gaji karyawan BUMN usai pemerintah menaikkan harga BBM pada akhir pekan lalu.

https://t.co/Nk5OH4Sj6o"
radarkotanews,"Harga BBM Melejit, Pemerintah Terlihat Berkelit https://t.co/cqbAvoQqIg"
KompasTV,Ribuan Buruh di Karawang Berunjuk Rasa Tolak Kenaikan Harga BBM https://t.co/rb18Vx06Ks https://t.co/KPlDtzVfoa
ishtar_bejo,@tvOneNews Percaya saja akan ada pahlawan kesiangan yang akan turunkan harga BBM untuk menaikkan nama pilpres..
Karsono12732862,@alextham878 Gak usah keluar topik minggu ini soal kenaikan harga bbm
S1LOKA,Rezim Joko Widodo (Jokowi) segera tumbang dalam waktu dekat setelah masyarakat sudah tidak percaya penguasa akibat kebijakan menaikkan harga BBM.  https://t.co/fjdZyoDDx9 https://t.co/e8uZqigrLL
BEMSEBI,"Aksi di gelar karena menolak kenaikan harga BBM. Maka dari itu, Aliansi BEM Seluruh Indonesia menuntut dan mendesak pemerintah untuk mencabut keputusan terkait kenaikan BBM. 

Selengkapnya di👇🏻
https://t.co/cl2JXd9Vgn

Narahubung :
Hafsah Nur Syahidah (https://t.co/cmc9zmto62)"
OlaKamil5,"Riswanto menjelaskan, harga saat ini tidak sebanding dengan harga ikan, apalagi kalau musim paceklik justru akan semakin membuat nelayan kesulitan https://t.co/xAHBnm1avK Subsidi BBM KKP"
GafIkhsan,"Ketika harga minyak dunia turun, harga BBM di Indonesia tdk turun. Lalu uangnya ke mana? Kenaikan harga BBM membuat kehidupan rakyat yg sudah sulit jadi makin sulit. https://t.co/Kev1KSeUpI #HBD21Demokrat HBD Pak SBY"
GafIkhsan,Partai Demokrat tak melihat upaya pemerintah berhemat sebelum meminta rakyat utk hidup lebih sulit dgn menaikkan harga BBM. https://t.co/uD1OfqmKFT #HBD21Demokrat HBD Pak SBY
TezaSumendra,"Selain kenaikan harga BBM dan cacar monyet, parkiran Sarinah juga membulatkan tekad ku untuk diam di rumah. ✨"
AchFath,"Pemerintah harus jujur dan berpihak pada rakyat. Saat harga minyak dunia turun, harga BBM harusnya turun dong

https://t.co/wZxzBSXg3D"
AdamAdhi3,Riswanto meminta agar pemerintah dapat menekan dan menurunkan harga solar khusus industri https://t.co/Gu44Ow2dJE Subsidi BBM KKP
GafIkhsan,"Anggota Fraksi Demokrat Komisi C DPRD Sintang, Mainar Puspa Sari, turut menyampaikan kritik atas kebikana pemerintah menaikkan harga BBM subsidi. https://t.co/lENGxtuaG8 #HBD21Demokrat HBD Pak SBY"
SufiJalanan,@PadmavatiPrati1 Inilah sisi positif kenaikan harga BBM. Upaya pelecehan dan yg merendahkan harkat perempuan lewat m*chat pun jadi berkurang.
W090N,"@RepelitaO @repelita BBM naik karen emang harga minyak dunia lagi naik, setau saya Pertamina udah kembali untung deh, ruginya pas lagi pandemi aja sekarang mh udah nggak"
GafIkhsan,"Demokrat menilai bhw penjelasan pemerintah menaikkan harga BBM subsidi di tengah melemahnya daya beli rakyat pasca pandemi Covid-19 menunjukkan cara pemerintah mengelola ekonomi, amburadul. https://t.co/Vsrl85870i #HBD21Demokrat HBD Pak SBY"
abu_waras,"#IndonesiaBergerak 
Berbagai Ormas dan Elemen Masyarakat Terus Bergerak di Berbagai Daerah Untuk Menolak Kenaikan Harga BBM.
Netizen: Diantara Mereka Ada Para Pendukung Jokowi Yang Telah Kembali Waras. https://t.co/QMysrKfGnU"
GafIkhsan,"kenaikan harga BBM akan menambah berat beban rakyat. Karenanya, Ali mendesak pemerintah membatalkan kenaikan harga BBM tersebut. https://t.co/5cutCgYwCQ #HBD21Demokrat HBD Pak SBY"
azkaazfr,tak kira cuma harga bbm yg naik. ternyata harga ip juga ikutan naik 😭 https://t.co/s7KlLfViVA
PolsekBdg,"*RINGANKAN BEBAN MASYARAKAT TERDAMPAK KENAIKAN BBM POLDA  JABAR BERI BANTUAN RIBUAN  SEMBAKO*

Polda Jabar dan Polres Jajaran serentak memberikan ribuan bantuan kepada masyarakat yang terdampak akan kenaikan harga Bahan Bakar Minyak (BBM). https://t.co/h1yL4MLf3g"
W090N,"@fajaronline Ya kan BBM naik karena emang harga minyak dunia juga lagi naik, setau saya Pertamina udah kembali untung deh, ruginya pas lagi pandemi aja"
LiaLaila17,"Ada pertemuan antara perwakilan nelayan Pantura Jawa dengan Kantor Staf Presiden, untuk dicarikan solusi solar harga khusus untuk industri https://t.co/F2eRLrYHi3 Subsidi BBM KKP"
missiffaa,"Kondisi Ekonomi Rakyat Belum Pulih, Jangan Bebani Dengan Rencana Kenaikan Harga BBM Subsidi - Tandatangani Petisi! https://t.co/b4StNWiKZT lewat @ChangeOrg_ID"
WatiAriya,KKP terus mengupayakan agar Pertamina memberikan harga terbaik untuk nelayan https://t.co/FOgguMIt7s Subsidi BBM KKP
FaisalLuba,"Kami mendengar dan merasa jeritanmu Tapi nga pake Nangis,Seluruh Kader PDemokrat
Menolak kenaikan Harga BBM,

@PDemokratjkt
@AgusYudhoyono
@RAMujiyono

#21TahunPartaiDemokrat
#PerjuangkanHarapanRakyat https://t.co/sBqycXUIPw"
LbsSallim,@dnyn_ee Yg perlu ditolak bukan harga BBM tp oknum pemerintah yg berkuasa sekarang
strommamo,"Menteri Perhubungan Budi Karya Sumadi mengakui ada dampak kenaikan harga BBM terhadap sektor transportasi yang baru saja diumumkan Presiden Joko Widodo atau Jokowi. Ia mengklaim dampak yang muncul terkendali dengan baik.
https://t.co/utEFn9NhGu"
Monitorind_news,"Harga BBM Naik, Kapolres Blitar Kota Patroli ke Pasar Cek Harga dan Borong Sembako untuk Diberikan pada Driver Ojol https://t.co/AO7wDEV5JM"
dinaais14,"Untuk skala industri, telah diterapkan harga BBM khusus bagi pelaku usaha kelautan dan perikanan https://t.co/mAtpLAZfSf Subsidi BBM KKP"
setan_abadi,"abis nonton drakor kok tiba² kepikiran ya kenaikan harga BBM bersubsidi cmn buat nutupi kasusnya sambo?

menurut kalian gimana?"
lantasbenteng,"Pemberian Bantuan Sosial dalam rangka HUT POLANTAS ke 67 dengan sasaran Masyarakat yang terdampak kenaikan harga BBM. Jumat 09 September 2022.
.
.
@polda_bengkulu 
@ditlantaspoldabengkulu 
@polresbenteng https://t.co/y4F6OzQLh5"
Muzakki40626970,"Buat pak jokowi,BBM naik tidak apa-apa, asalkan harga jual masyarakat juga naik,Seperti sawit, karet, dll."
jalur5_,"Sejak 1 minggu kenaikan harga BBM bersubsidi diumumkan, apakah #J5Friends merasa layanan public transport seperti Transjakarta, Commuter Line, MRTJ, dan lainnya lebih padat? 

#J5SunsetStories https://t.co/8NWCt98wS0"
goldenboyz87,"@geloraco Gimana kalo kalian sekolah saja yg pintar supaya kalo nantinya di pemerintahan, kalian bisa menurunkan harga bbm dan bukan menaikannya. Awas kalo ketika nanti salah satu dari kalian menjadi pemimpin, malah kalian ikut menaikkan harga bbm."
FanyKemiri,"*Bentuk Kepedulian Terhadap Masyarakat Yang Terdampak Kenaikan BBM, Polres Pati bagikan 1.200 Paket Beras*

PATI- Pasca pemerintah menerapkan kebijakan tentang penyesuaian harga Bahan Bakar Minyak (BBM), banyak masyarakat yang terdampak. Kepolisian Resor Pati (Polres Pati). https://t.co/X9ecmZr1fm"
anggorosabdo,"@PKSejahtera @hnurwahid @syaikhu_ahmad Kemana suara kaian saat duduk manis dipangkuan REZIM SBY, setiap kali SBY menaikan Harga BBM mulut kalian terkunci tak pernah ada teriakan RAKYAT MAKIN KESUSAHAN... 🤔 https://t.co/lsgtv6UPmH"
Popularitascom,"Menteri ESDM sebut ada potensi harga BBM turun

 #bbm #MenteriESDM #popularitascom
https://t.co/HhQXKegvV7"
liputan6dotcom,Menteri ESDM Sebut Harga BBM Pertalite Bisa Turun: Harga Pertalite saat ini dipatok Rp 10 ribu per liter. Ke depan ada kemungkinan harga Pertalite turun. https://t.co/mdfuMel72f
jokobaskoro72,"*BBM Naik, Gubernur SUMUT Edy Rahmayadi: Jangankan Rakyat, Gubernur Saja Berat*
08 September 2022
https://t.co/2rDhv8r9fU
Medan (SI Online) – Gubernur Sumatera Utara, Edy Rahmayadi, mengaku prihatin dengan beban masyarakat semakin berat, akibat naiknya harga Bahan Bakar Minyak"
JokerLeBay,"Buat kadrun yg bodoh2 bin tholol BBM Indonesia ga bisa di banding 2 in dgn BBM Malaysia 🥲

Karena sudah beda faktor pembentuk komponen Harga nya, masa yg gene aja ga faham ndruun 😁 

Kapan pinter nya goblog mulu 🥺

@hnurwahid https://t.co/1I0gdEsLFY"
SatelitNewsID,GMNI Kabupaten Tangerang Akan Terus Demo Tuntut Harga BBM Turun https://t.co/7PDFFQyfSO #Headline #KabupatenTangerang #MetroTangerang #bbm #gmni
IsmalijahIskan,"Kenaikan harga BBM membuat masyarakat lintas aliansi ramai-ramai menolak dengan melakukan aksi. Tak terkecuali masyarakat Bogor yang tergabung dalam FKUIB yang Rabu kemarin, 7 September 2022 menggelar aksi di depan gedung DPRD Kota Bogor. Apa saja yang menjadi tuntutan mereka? https://t.co/CKVcN1Qpwy"
FaktaBerita6,"Ratusan Pendemo Duduki Gedung DPRD Bangka Selatan, Tolak Kenaikan Harga BBM https://t.co/CtFAHpLfXu"
MMargani5,"Yusuf Martak menjelaskan bahwa FPI, PA 212, GNPF-Ulama, dan berbagai ormas sepaham bahwa kenaikan harga BBM adalah pengkhianatan terhadap mandat konstitusi.
“Presiden wajib bertanggung jawab dengan mundur dari jabatannya,"" ujarnya. https://t.co/B0h7gCv8tn"
Genpi_Co,"Harga sembako di Pasar Besar Kota Malang merangkak naik, hal ini imbas dari perubahan harga BBM. Pedagang pun ikut pusing. #hargasembakonaik https://t.co/1FzT3PpBbQ"
Genpi_Co,"Massa demonstrasi tolak kenaikan harga BBM akhirnya bubar setelah hujan guyur Jakarta, pada Jumat (9/9/2022). #HujanGuyurJakarta https://t.co/3sVKjFVuPI"
DemokratDIY,Demokrat: Pemerintah Menambah Beban Baru Rakyat Jika Naikkan Harga BBM https://t.co/uoJ0NQpXjX #HBD21Demokrat HBD Pak SBY
Beritasatu,"Harga BBM Naik, IPCN Naikkan Ongkos Kirim Minimal 20% https://t.co/B6DewjhO5p"
QaillaAsyiqah,"Mahasiswa &amp; Ojol bersatu gruduk Istana Negara ""Menolak Kenaikan Harga BBM"".. Jakarta (9/Sept/2022) https://t.co/LqUrFrKS9S"
asrunmartin84,"Pak presiden @jokowi itu tidak menaikkan harga BBM cuman menyusaikan hrg aja...tweet ini yg ada di kepala Cebong, jdi utk menghibur diri Kata dinaikkan dihilangkan. 
#BBM_NaikJokowiTurun"
telisik_id,"Meski Harga BBM Naik, Antrian di SPBU Tetap Mengular
https://t.co/SOIc6NKgg6"
pks_citi,"Harga BBM Naik = Pulih Lebih Lambat, Bangkit Makin Berat😞

#fraksipksdprri 
#BersamaMelayaniRakyat 
#BatalkanKenaikanBBM https://t.co/oYIJDMkQuG"
detikcom,"Massa aksi demo menolak kenaikan harga BBM di Patung Kuda, Jakpus, membubarkan diri. Jalan Medan Merdeka Barat kembali dibuka. https://t.co/WpkHQQ0nGQ"
DemokratDIY,"Tegas, Demokrat tolak kenaikan harga BBM. https://t.co/ELowtmF2U4 #HBD21Demokrat HBD Pak SBY"
Dydydi,"@CNNIndonesia NU kan ormas terbesar.
Gimana kalau naiknya BBM khusus warga NU aja.
Selain warga NU,masih pake harga lama."
DemokratDIY,Demokrat Sulut sampaikan kondisi masyarakat Sulut sedang susah. Sebab itu kami tolak kenaikan harga BBM. https://t.co/p7BXuJuAON #HBD21Demokrat HBD Pak SBY
mstugu,@CNNIndonesia kenapa ngurusin minyak goreng? urusin harga bbm yg ada indikasi katel karena ada yg jual mrah ditegur.
goensaja,"@alisyarief Ormas sebiji itu ""loyalis mati"" siapapun rezimnya. Kalo gak ya kolaps dia. 

Kata Gus Yahya, PBNU memilih tidak mengambil sikap yang membebani pemerintah dengan kebijakannya menaikkan harga BBM. 
🙄"
DemokratDIY,Ketiadaan upaya penghematan oleh Pemerintah membuat kader Demokrat Semarang tolak kenaikan harga BBM. https://t.co/IlyPf20taK #HBD21Demokrat HBD Pak SBY
DemokratDIY,"Demokrat nilai keputusan Pemerintah naikkan harga BBM tidak tepat, malah akan memantik banyak persoalan baru. https://t.co/xY14DcZWPs #HBD21Demokrat HBD Pak SBY"
PolsekKandat,POLRES KEDIRI GELAR BAKSOS KEPADA MASYARAKAT TERDAMPAK KENAIKAN HARGA BBM https://t.co/BaxmxgoFgJ
fajaronline,"Erick Thohir Pastikan Gaji Karyawan BUMN Naik di Tengah Harga BBM Naik, Pakar: Parlemen Seolah Tuli dan Bisu https://t.co/6CTEQ55LvQ #ErickThohir #GajiKaryawanBUMN #HargaBbmNaik #headline"
DemokratDIY,"Tata kelola APBN buruk, sebaiknya Pemerintah ambil langkah menunda pembangunan mega proyek daripada menaikkan harga BBM https://t.co/vqqPypdSUO #HBD21Demokrat HBD Pak SBY"
DemokratDIY,Demokrat Sintang sampaikan kritik atas kebijakan Pemerintah menaikkan harga BBM https://t.co/iRLlUkiykJ #HBD21Demokrat HBD Pak SBY
fahiraidris,13. Apa yang diperjuangkan berbagai elemen masyarakat  dengan menolak kenaikan harga BBM bersubsidi adalah manifestasi kecintaan terhadap republik ini agar tetap berada di jalurnya yaitu mengedepankan kepentingan rakyat banyak.
fahiraidris,"12. Namun, berbagai elemen masyarakat ini terpaksa menggelar aksi karena kebijakan Pemerintah menaikan harga BBM bersubsidi diyakini bakal mempersulit upaya rakyat yang saat ini baru saja ingin bangkit dari pandemi."
DemokratDIY,"Pemerintah Naikkan Harga BBM, Demokrat: Seperti Berburu di Kebun Binatang, Tidak Kreatif https://t.co/QrOlfrRstj #HBD21Demokrat HBD Pak SBY"
wahananewsdotco,Menteri ESDM: Subsidi BBM Bisa Capai Rp 339 T Tahun Ini https://t.co/TKAsUA4Kfw #Bbm #StokBbm #HargaBbm #SubsidiBbm
fahiraidris,"11. Berbagai elemen masyarakat terutama yang turun ke jalan menolak kenaikan harga BBM bersubsidi sejatinya juga ingin fokus beraktivitas, bekerja atau berkuliah."
o0oWARGAo0o,"@wahyu_0777 @ArsyakaRosyid @marlinkrodz @Daeng_Info Udah duduk manis aja, ntar BBM turun harga normal lagi baru bilang makasih sama kawan"" Mahasiswa..."
